country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
Russia,Team Empire,silent,1,1992-12-03,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,4,12400.0,1211.6956360747756,1207.3333446143934
Ukraine,Team Empire,resolut1on,2,1996-09-02,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,4,12400.0,1211.6956360747756,1207.3333446143934
Ukraine,Team Empire,mag,3,1990-05-10,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,4,12400.0,1211.6956360747756,1207.3333446143934
Russia,Team Empire,vanskor,4,1995-01-20,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,4,12400.0,1211.6956360747756,1207.3333446143934
Ukraine,Team Empire,alwayswannafly,5,1991-03-06,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,4,12400.0,1211.6956360747756,1207.3333446143934
Ukraine,Natus Vincere,xboct,1,1990-12-29,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1351.6828301163134,1272.0165376172024
Ukraine,Natus Vincere,dendi,2,1989-12-30,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1351.6828301163134,1272.0165376172024
Ukraine,Natus Vincere,funn1k,3,1992-11-16,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1351.6828301163134,1272.0165376172024
Estonia,Natus Vincere,puppey,4,1990-03-06,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1351.6828301163134,1272.0165376172024
Germany,Natus Vincere,kuroky,5,1992-10-28,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1351.6828301163134,1272.0165376172024
USA,Evil Geniuses,fear,1,1988-02-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1208.2462613439434,1065.158414036797
USA,Evil Geniuses,mss,2,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1208.2462613439434,1065.158414036797
USA,Evil Geniuses,universe,3,1989-10-11,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1208.2462613439434,1065.158414036797
Canada,Evil Geniuses,jeyo,4,1993-04-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1208.2462613439434,1065.158414036797
USA,Evil Geniuses,fogged,5,1989-12-12,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1208.2462613439434,1065.158414036797
Sweden,Fnatic,era,1,1995-09-03,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
Germany,Fnatic,h4nn1,2,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
Finland,Fnatic,trixi,3,1989-12-28,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
,Fnatic,bigdaddy,4,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
Israel,Fnatic,fly,5,1993-03-09,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
USA,Fnatic,fly,5,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1155.2219214060174,1251.0163275989814
Canada,Speed Gaming.int,eternalenvy,1,1991-07-02,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,2,15000.0,,
Netherlands,Speed Gaming.int,singsing,2,1991-06-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,2,15000.0,,
Romania,Speed Gaming.int,bone7,3,1991-02-20,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,2,15000.0,,
,Speed Gaming.int,aui_2000,4,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,2,15000.0,,
Sweden,Speed Gaming.int,pieliedie,5,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,2,15000.0,,
Sweden,Alliance,loda,1,1988-03-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1,25000.0,1347.4456281731066,1303.4652516200495
Sweden,Alliance,s4,2,1992-04-01,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1,25000.0,1347.4456281731066,1303.4652516200495
Sweden,Alliance,admiralbulldog,3,1990-12-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1,25000.0,1347.4456281731066,1303.4652516200495
Sweden,Alliance,egm,4,1991-06-04,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1,25000.0,1347.4456281731066,1303.4652516200495
Sweden,Alliance,akke,5,1988-05-26,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1,25000.0,1347.4456281731066,1303.4652516200495
Russia,Virtus.pro,blowyourbrain,1,1992-10-03,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,936.3051195365787,1156.8351223835584
,Virtus.pro,god,2,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,936.3051195365787,1156.8351223835584
Russia,Virtus.pro,arsart,3,1988-08-12,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,936.3051195365787,1156.8351223835584
Russia,Virtus.pro,lightofheaven,4,1988-01-04,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,936.3051195365787,1156.8351223835584
Russia,Virtus.pro,ns,5,1988-09-24,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,936.3051195365787,1156.8351223835584
Denmark,Mousesports,unicornxoxo,1,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1104.4707075346348,1000.789150847289
Denmark,Mousesports,synderen,2,1989-12-24,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1104.4707075346348,1000.789150847289
Denmark,Mousesports,link,3,1992-04-19,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1104.4707075346348,1000.789150847289
Denmark,Mousesports,ryze,4,1989-02-20,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1104.4707075346348,1000.789150847289
Denmark,Mousesports,cr1t,5,1996-07-13,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1104.4707075346348,1000.789150847289
,Team Dignitas,inphinity,1,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1098.4607212621972,973.7010149712528
USA,Team Dignitas,korok,2,1993-09-02,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1098.4607212621972,973.7010149712528
USA,Team Dignitas,bdiz,3,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1098.4607212621972,973.7010149712528
Canada,Team Dignitas,1437,4,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1098.4607212621972,973.7010149712528
,Team Dignitas,chad,5,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1098.4607212621972,973.7010149712528
,Sigma.int,sockshka,1,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,3,7000.0,,1248.5519952922828
Germany,Sigma.int,fata,2,1993-02-24,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,3,7000.0,,1248.5519952922828
Denmark,Sigma.int,miggel,3,1987-12-16,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,3,7000.0,,1248.5519952922828
Germany,Sigma.int,pas,4,1992-10-25,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,3,7000.0,,1248.5519952922828
France,Sigma.int,7ckngmad,5,1992-05-11,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,3,7000.0,,1248.5519952922828
Canada,Team Liquid,tc,1,1992-04-04,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1295.2854375919,1030.0090820966093
USA,Team Liquid,bulba,2,1991-07-10,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1295.2854375919,1030.0090820966093
Germany,Team Liquid,qojqva,3,,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1295.2854375919,1030.0090820966093
Canada,Team Liquid,waytosexy,4,1993-12-08,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1295.2854375919,1030.0090820966093
USA,Team Liquid,fluffnstuff,5,1992-08-02,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,4,3000.0,1295.2854375919,1030.0090820966093
China,Invictus Gaming,hao,1,1990-07-28,G-League 2013,2013-12-09,2014-01-13,2,8273.0,1336.5547463567455,1483.5266552576693
,Invictus Gaming,ferrari_430,2,,G-League 2013,2013-12-09,2014-01-13,2,8273.0,1336.5547463567455,1483.5266552576693
China,Invictus Gaming,yyf,3,1987-02-03,G-League 2013,2013-12-09,2014-01-13,2,8273.0,1336.5547463567455,1483.5266552576693
China,Invictus Gaming,banana,4,,G-League 2013,2013-12-09,2014-01-13,2,8273.0,1336.5547463567455,1483.5266552576693
China,Invictus Gaming,faith,5,1992-02-06,G-League 2013,2013-12-09,2014-01-13,2,8273.0,1336.5547463567455,1483.5266552576693
China,LGD Gaming,rabbit,1,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1086.214837168142,1303.6911176115825
China,LGD Gaming,xiao8,2,1989-11-14,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1086.214837168142,1303.6911176115825
China,LGD Gaming,yao,3,1990-12-23,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1086.214837168142,1303.6911176115825
China,LGD Gaming,dd,4,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1086.214837168142,1303.6911176115825
Macau,LGD Gaming,ddc,5,1990-07-03,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1086.214837168142,1303.6911176115825
China,Team DK,burning,1,1988-04-02,G-League 2013,2013-12-09,2014-01-13,1,33090.0,1279.5527709501268,1375.8409795291673
Malaysia,Team DK,mushi,2,1990-11-27,G-League 2013,2013-12-09,2014-01-13,1,33090.0,1279.5527709501268,1375.8409795291673
Singapore,Team DK,iceiceice,3,1990-06-17,G-League 2013,2013-12-09,2014-01-13,1,33090.0,1279.5527709501268,1375.8409795291673
China,Team DK,lanm,4,1989-12-25,G-League 2013,2013-12-09,2014-01-13,1,33090.0,1279.5527709501268,1375.8409795291673
China,Team DK,mmy,5,1989-09-10,G-League 2013,2013-12-09,2014-01-13,1,33090.0,1279.5527709501268,1375.8409795291673
China,DT^Club,xiao2lei,1,1993-07-21,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,DT^Club,air,2,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,DT^Club,injuly,3,1993-01-28,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,DT^Club,dreamyu,4,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,DT^Club,super,5,1993-01-04,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,Vici Gaming,sylar,1,1993-12-20,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1536.9002271419085,1235.578617412954
China,Vici Gaming,super,2,1993-01-04,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1536.9002271419085,1235.578617412954
China,Vici Gaming,rotk,3,1992-03-13,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1536.9002271419085,1235.578617412954
China,Vici Gaming,fenrir,4,1989-01-18,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1536.9002271419085,1235.578617412954
China,Vici Gaming,fy,5,1995-02-12,G-League 2013,2013-12-09,2014-01-13,3,1646.0,1536.9002271419085,1235.578617412954
China,TongFu,zhou,1,1990-06-14,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,TongFu,mu,2,1989-12-24,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,TongFu,kabu,3,1992-07-16,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,TongFu,zsmj,4,1990-01-11,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
China,TongFu,sansheng,5,1989-06-13,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
Singapore,Titan,meracle,1,1996-03-08,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,1111.252074510061
Malaysia,Titan,kyxy,2,1991-05-26,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,1111.252074510061
Malaysia,Titan,ohaiyo,3,1993-03-31,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,1111.252074510061
,Titan,net,4,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,1111.252074510061
Malaysia,Titan,xtinct,5,1988-10-16,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,1111.252074510061
Canada,Speed Gaming.int,eternalenvy,1,1991-07-02,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
Netherlands,Speed Gaming.int,singsing,2,1991-06-19,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
Romania,Speed Gaming.int,bone7,3,1991-02-20,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
,Speed Gaming.int,aui_2000,4,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
Sweden,Speed Gaming.int,pieliedie,5,,G-League 2013,2013-12-09,2014-01-13,3,1646.0,,
Sweden,Alliance,loda,1,1988-03-19,Dota 2 League Season 4,2014-01-07,2014-01-08,4,2500.0,1270.7089719812234,1206.0880195376096
Sweden,Alliance,s4,2,1992-04-01,Dota 2 League Season 4,2014-01-07,2014-01-08,4,2500.0,1270.7089719812234,1206.0880195376096
Sweden,Alliance,admiralbulldog,3,1990-12-19,Dota 2 League Season 4,2014-01-07,2014-01-08,4,2500.0,1270.7089719812234,1206.0880195376096
Sweden,Alliance,egm,4,1991-06-04,Dota 2 League Season 4,2014-01-07,2014-01-08,4,2500.0,1270.7089719812234,1206.0880195376096
Sweden,Alliance,akke,5,1988-05-26,Dota 2 League Season 4,2014-01-07,2014-01-08,4,2500.0,1270.7089719812234,1206.0880195376096
,Fnatic,aui_2000,1,,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
USA,Fnatic,demon,2,1990-07-08,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
Finland,Fnatic,trixi,3,1989-12-28,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
Denmark,Fnatic,n0tail,4,1993-10-08,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
Israel,Fnatic,fly,5,1993-03-09,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
USA,Fnatic,fly,5,,Dota 2 League Season 4,2014-01-07,2014-01-08,2,15000.0,1261.00753379663,1218.0518636545228
China,LGD Gaming,rabbit,1,,Dota 2 League Season 4,2014-01-07,2014-01-08,1,25000.0,1032.9576100471088,1032.7316150067857
China,LGD Gaming,xiao8,2,1989-11-14,Dota 2 League Season 4,2014-01-07,2014-01-08,1,25000.0,1032.9576100471088,1032.7316150067857
China,LGD Gaming,yao,3,1990-12-23,Dota 2 League Season 4,2014-01-07,2014-01-08,1,25000.0,1032.9576100471088,1032.7316150067857
Macau,LGD Gaming,ddc,4,1990-07-03,Dota 2 League Season 4,2014-01-07,2014-01-08,1,25000.0,1032.9576100471088,1032.7316150067857
China,LGD Gaming,dd,5,,Dota 2 League Season 4,2014-01-07,2014-01-08,1,25000.0,1032.9576100471088,1032.7316150067857
China,Vici Gaming,sylar,1,1993-12-20,Dota 2 League Season 4,2014-01-07,2014-01-08,3,7500.0,1308.6633715234136,1292.9941405156947
China,Vici Gaming,super,2,1993-01-04,Dota 2 League Season 4,2014-01-07,2014-01-08,3,7500.0,1308.6633715234136,1292.9941405156947
China,Vici Gaming,rotk,3,1992-03-13,Dota 2 League Season 4,2014-01-07,2014-01-08,3,7500.0,1308.6633715234136,1292.9941405156947
China,Vici Gaming,fenrir,4,1989-01-18,Dota 2 League Season 4,2014-01-07,2014-01-08,3,7500.0,1308.6633715234136,1292.9941405156947
China,Vici Gaming,fy,5,1995-02-12,Dota 2 League Season 4,2014-01-07,2014-01-08,3,7500.0,1308.6633715234136,1292.9941405156947
China,Team DK,burning,1,1988-04-02,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,2,3304.0,1474.9347012450824,1391.682159657576
Malaysia,Team DK,mushi,2,1990-11-27,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,2,3304.0,1474.9347012450824,1391.682159657576
Singapore,Team DK,iceiceice,3,1990-06-17,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,2,3304.0,1474.9347012450824,1391.682159657576
China,Team DK,lanm,4,1989-12-25,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,2,3304.0,1474.9347012450824,1391.682159657576
China,Team DK,mmy,5,1989-09-10,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,2,3304.0,1474.9347012450824,1391.682159657576
China,Invictus Gaming,hao,1,1990-07-28,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,1,16520.0,1414.0020563426872,1503.906638442098
,Invictus Gaming,ferrari_430,2,,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,1,16520.0,1414.0020563426872,1503.906638442098
China,Invictus Gaming,yyf,3,1987-02-03,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,1,16520.0,1414.0020563426872,1503.906638442098
China,Invictus Gaming,banana,4,,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,1,16520.0,1414.0020563426872,1503.906638442098
China,Invictus Gaming,faith,5,1992-02-06,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,1,16520.0,1414.0020563426872,1503.906638442098
China,TongFu,zhou,1,1990-06-14,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,,
China,TongFu,mu,2,1989-12-24,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,,
China,TongFu,zsmj,3,1990-01-11,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,,
China,TongFu,sansheng,4,1989-06-13,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,,
China,TongFu,kabu,5,1992-07-16,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,,
Singapore,Titan,meracle,1,1996-03-08,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,1150.8202871232386,1115.941196367345
Malaysia,Titan,kyxy,2,1991-05-26,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,1150.8202871232386,1115.941196367345
Malaysia,Titan,ohaiyo,3,1993-03-31,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,1150.8202871232386,1115.941196367345
Malaysia,Titan,xtinct,4,1988-10-16,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,1150.8202871232386,1115.941196367345
,Titan,net,5,,Red Bull ECL 2013 Grand Finals,2014-01-03,2014-01-07,3,1652.0,1150.8202871232386,1115.941196367345
China,Invictus Gaming,hao,1,1990-07-28,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,2,49584.0,1308.6522684362199,1419.7387370208069
,Invictus Gaming,ferrari_430,2,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,2,49584.0,1308.6522684362199,1419.7387370208069
China,Invictus Gaming,yyf,3,1987-02-03,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,2,49584.0,1308.6522684362199,1419.7387370208069
China,Invictus Gaming,banana,4,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,2,49584.0,1308.6522684362199,1419.7387370208069
China,Invictus Gaming,faith,5,1992-02-06,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,2,49584.0,1308.6522684362199,1419.7387370208069
China,Team DK,burning,1,1988-04-02,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,1,165280.0,1247.5104113788366,1460.5594162349405
Malaysia,Team DK,mushi,2,1990-11-27,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,1,165280.0,1247.5104113788366,1460.5594162349405
Singapore,Team DK,iceiceice,3,1990-06-17,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,1,165280.0,1247.5104113788366,1460.5594162349405
China,Team DK,lanm,4,1989-12-25,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,1,165280.0,1247.5104113788366,1460.5594162349405
China,Team DK,mmy,5,1989-09-10,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,1,165280.0,1247.5104113788366,1460.5594162349405
China,TongFu,zhou,1,1990-06-14,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
China,TongFu,mu,2,1989-12-24,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
China,TongFu,xtt,3,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
China,TongFu,zsmj,4,1990-01-11,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
China,TongFu,sansheng,5,1989-06-13,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
China,Vici Gaming,mikasa,1,1986-10-21,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,3,16528.0,1161.9964512759207,1333.0299947973292
China,Vici Gaming,super,2,1993-01-04,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,3,16528.0,1161.9964512759207,1333.0299947973292
China,Vici Gaming,rotk,3,1992-03-13,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,3,16528.0,1161.9964512759207,1333.0299947973292
China,Vici Gaming,fenrir,4,1989-01-18,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,3,16528.0,1161.9964512759207,1333.0299947973292
China,Vici Gaming,fy,5,1995-02-12,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,3,16528.0,1161.9964512759207,1333.0299947973292
,LGD Gaming,xiaotuji,1,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,4,3306.0,1025.3288377366057,1202.543101689304
China,LGD Gaming,xiao8,2,1989-11-14,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,4,3306.0,1025.3288377366057,1202.543101689304
China,LGD Gaming,yao,3,1990-12-23,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,4,3306.0,1025.3288377366057,1202.543101689304
Macau,LGD Gaming,ddc,4,1990-07-03,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,4,3306.0,1025.3288377366057,1202.543101689304
China,LGD Gaming,dd,5,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,4,3306.0,1025.3288377366057,1202.543101689304
Germany,LGD International,black,1,1993-05-27,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
Sweden,LGD International,pajkatt,2,1992-09-19,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
Denmark,LGD International,misery,3,1991-07-14,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
USA,LGD International,brax,4,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
Singapore,LGD International,xfreedom,5,1993-05-10,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,5,3306.0,,
Singapore,RisingStars,meracle,1,1996-03-08,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,RisingStars,cty,2,1994-12-16,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,RisingStars,kingj,3,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,RisingStars,qqq,4,1985-09-19,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,RisingStars,xdd,5,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,Rattlesnake,luo,1,1990-10-25,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
Malaysia,Rattlesnake,johnny,2,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,Rattlesnake,icy,3,1991-01-24,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,Rattlesnake,lin,4,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,Rattlesnake,sag,5,1987-12-07,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
,Heart Get Together,xiaolv,1,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
China,Heart Get Together,red,2,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
,Heart Get Together,seven,3,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
Singapore,Heart Get Together,xy,4,1991-12-27,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
,Heart Get Together,cyss,5,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,
,TongFu.WanZhou,cjz,1,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,1124.367128629846
,TongFu.WanZhou,uuu9,2,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,1124.367128629846
,TongFu.WanZhou,mtsty,3,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,1124.367128629846
,TongFu.WanZhou,an,4,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,1124.367128629846
,TongFu.WanZhou,merry,5,,2013 WPC ACE Dota 2 League,2013-09-22,2014-01-01,7,3306.0,,1124.367128629846
South Korea,For Our Utopia,febby,1,1993-02-19,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
USA,For Our Utopia,blitz,2,1990-05-21,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,For Our Utopia,ranto,3,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,For Our Utopia,sagun,4,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,For Our Utopia,anarchy,5,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
South Korea,MVP HOT6ix,banhwa,1,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,3,2844.0,,
South Korea,MVP HOT6ix,hoonji,2,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,3,2844.0,,
,MVP HOT6ix,danny,3,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,3,2844.0,,
South Korea,MVP HOT6ix,sunbhie,4,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,3,2844.0,,
South Korea,MVP HOT6ix,mafia,5,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,3,2844.0,,
,Virtual Throne,wicked,1,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,Virtual Throne,now,2,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
China,Virtual Throne,pain,3,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,Virtual Throne,devilelf,4,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,Virtual Throne,aquanjh,5,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
Philippines,Eyes of Tiger,dj,1,1994-11-06,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,Eyes of Tiger,jum0ng,2,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
